title,author,date,views,likes,link,categoria,grupo
The most mysterious star in the universe,Tabetha Boyajian,February 2016,7800000,234000,https://ted.com/talks/tabetha_boyajian_the_most_mysterious_star_in_the_universe,1,93
Are we in control of our own decisions?,Dan Ariely,December 2008,7700000,231000,https://ted.com/talks/dan_ariely_are_we_in_control_of_our_own_decisions,1,94
The psychology of evil,Philip Zimbardo,February 2008,7700000,231000,https://ted.com/talks/philip_zimbardo_the_psychology_of_evil,1,95
How tsunamis work,Alex Gendler,April 2014,7600000,228000,https://ted.com/talks/alex_gendler_how_tsunamis_work,1,96
The game that can give you 10 extra years of life,Jane McGonigal,June 2012,7600000,228000,https://ted.com/talks/jane_mcgonigal_the_game_that_can_give_you_10_extra_years_of_life,1,97
Optical illusions show how we see,Beau Lotto,July 2009,7500000,226000,https://ted.com/talks/beau_lotto_optical_illusions_show_how_we_see,1,98
Why you think you're right — even if you're wrong,Julia Galef,February 2016,7400000,224000,https://ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong,1,99
How does alcohol make you drunk?,Judy Grisel,April 2020,7400000,224000,https://ted.com/talks/judy_grisel_how_does_alcohol_make_you_drunk,1,100
How the worst moments in our lives make us who we are,Andrew Solomon,March 2014,7400000,222000,https://ted.com/talks/andrew_solomon_how_the_worst_moments_in_our_lives_make_us_who_we_are,1,1
Is marijuana bad for your brain?,Anees Bahji,December 2019,7300000,221000,https://ted.com/talks/anees_bahji_is_marijuana_bad_for_your_brain,1,2
Keep your goals to yourself,Derek Sivers,July 2010,7300000,221000,https://ted.com/talks/derek_sivers_keep_your_goals_to_yourself,1,3
To This Day ... for the bullied and beautiful,Shane Koyczan,February 2013,7300000,221000,https://ted.com/talks/shane_koyczan_to_this_day_for_the_bullied_and_beautiful,1,4
Nerdcore comedy,Ze Frank,February 2004,7300000,220000,https://ted.com/talks/ze_frank_nerdcore_comedy,1,5
Which country does the most good for the world?,Simon Anholt,June 2014,7300000,220000,https://ted.com/talks/simon_anholt_which_country_does_the_most_good_for_the_world,1,6
"""Everything happens for a reason"" — and other lies I've loved",Kate Bowler,December 2018,7300000,219000,https://ted.com/talks/kate_bowler_everything_happens_for_a_reason_and_other_lies_i_ve_loved,1,7
Kid Cudi goes back to high school — and shares what he's learned,Kid Cudi,February 2015,7300000,219000,https://ted.com/talks/kid_cudi_kid_cudi_goes_back_to_high_school_and_shares_what_he_s_learned,1,8
How to find work you love,Scott Dinsmore,October 2012,7200000,218000,https://ted.com/talks/scott_dinsmore_how_to_find_work_you_love,1,9
Just how small is an atom?,Jon Bergmann,April 2012,7200000,217000,https://ted.com/talks/jon_bergmann_just_how_small_is_an_atom,1,10
6 ways mushrooms can save the world,Paul Stamets,March 2008,7200000,216000,https://ted.com/talks/paul_stamets_6_ways_mushrooms_can_save_the_world,1,11
The incredible inventions of intuitive AI,Maurice Conti,April 2016,7200000,216000,https://ted.com/talks/maurice_conti_the_incredible_inventions_of_intuitive_ai,1,12
Did you hear the one about the Iranian-American?,Maz Jobrani,July 2010,7100000,214000,https://ted.com/talks/maz_jobrani_did_you_hear_the_one_about_the_iranian_american,1,13
Why the secret to success is setting the right goals,John Doerr,April 2018,7100000,214000,https://ted.com/talks/john_doerr_why_the_secret_to_success_is_setting_the_right_goals,1,14
How to speak up for yourself,Adam Galinsky,September 2016,7100000,214000,https://ted.com/talks/adam_galinsky_how_to_speak_up_for_yourself,1,15
How to get your ideas to spread,Seth Godin,February 2003,7100000,214000,https://ted.com/talks/seth_godin_how_to_get_your_ideas_to_spread,1,16
Is our universe the only universe?,Brian Greene,February 2012,7100000,213000,https://ted.com/talks/brian_greene_is_our_universe_the_only_universe,1,17
Why you will fail to have a great career,Larry Smith,November 2011,7100000,213000,https://ted.com/talks/larry_smith_why_you_will_fail_to_have_a_great_career,1,18
What makes us feel good about our work?,Dan Ariely,October 2012,7100000,213000,https://ted.com/talks/dan_ariely_what_makes_us_feel_good_about_our_work,1,19
"Build a tower, build a team",Tom Wujec,February 2010,7000000,212000,https://ted.com/talks/tom_wujec_build_a_tower_build_a_team,1,20
"Connected, but alone?",Sherry Turkle,February 2012,7000000,212000,https://ted.com/talks/sherry_turkle_connected_but_alone,1,21
The myth behind the Chinese zodiac,Megan Campisi and Pen-Pen Chen,January 2017,7000000,212000,https://ted.com/talks/megan_campisi_and_pen_pen_chen_the_myth_behind_the_chinese_zodiac,1,22
What is schizophrenia?,Anees Bahji,March 2020,7000000,212000,https://ted.com/talks/anees_bahji_what_is_schizophrenia,1,23
The brain in love,Helen Fisher,February 2008,7000000,212000,https://ted.com/talks/helen_fisher_the_brain_in_love,1,24
Why do we dream?,Amy Adkins,December 2015,7000000,211000,https://ted.com/talks/amy_adkins_why_do_we_dream,1,25
Why domestic violence victims don't leave,Leslie Morgan Steiner,November 2012,7000000,211000,https://ted.com/talks/leslie_morgan_steiner_why_domestic_violence_victims_don_t_leave,1,26
When is a pandemic over?,Alex Rosenthal,June 2020,7000000,211000,https://ted.com/talks/alex_rosenthal_when_is_a_pandemic_over,1,27
Where does gold come from?,David Lunney,October 2015,7000000,210000,https://ted.com/talks/david_lunney_where_does_gold_come_from,1,28
Science can answer moral questions,Sam Harris,February 2010,7000000,210000,https://ted.com/talks/sam_harris_science_can_answer_moral_questions,1,29
The myth of Icarus and Daedalus,Amy Adkins,March 2017,7000000,210000,https://ted.com/talks/amy_adkins_the_myth_of_icarus_and_daedalus,1,30
Free or cheap Wii Remote hacks,Johnny Lee,February 2008,7000000,210000,https://ted.com/talks/johnny_lee_free_or_cheap_wii_remote_hacks,1,31
The difference between winning and succeeding,John Wooden,February 2001,7000000,210000,https://ted.com/talks/john_wooden_the_difference_between_winning_and_succeeding,1,32
History's deadliest colors,J. V. Maranto,May 2017,7000000,210000,https://ted.com/talks/j_v_maranto_history_s_deadliest_colors,1,33
Your kids might live on Mars. Here's how they'll survive,Stephen Petranek,March 2015,6900000,209000,https://ted.com/talks/stephen_petranek_your_kids_might_live_on_mars_here_s_how_they_ll_survive,1,34
TED's secret to great public speaking,Chris Anderson,March 2016,6900000,209000,https://ted.com/talks/chris_anderson_ted_s_secret_to_great_public_speaking,1,35
A brief history of chess,Alex Gendler,September 2019,6900000,209000,https://ted.com/talks/alex_gendler_a_brief_history_of_chess,1,36
The psychology of your future self,Dan Gilbert,March 2014,6900000,208000,https://ted.com/talks/dan_gilbert_the_psychology_of_your_future_self,1,37
"History's ""worst"" nun",Theresa A. Yugar,November 2019,6900000,208000,https://ted.com/talks/theresa_a_yugar_history_s_worst_nun,1,38
What if a US presidential candidate refuses to concede after an election?,Van Jones,October 2020,6900000,207000,https://ted.com/talks/van_jones_what_if_a_us_presidential_candidate_refuses_to_concede_after_an_election,1,39
The nightmare videos of children's YouTube — and what's wrong with the internet today,James Bridle,April 2018,6900000,207000,https://ted.com/talks/james_bridle_the_nightmare_videos_of_children_s_youtube_and_what_s_wrong_with_the_internet_today,1,40
"Mansa Musa, one of the wealthiest people who ever lived",Jessica Smith,May 2015,6800000,205000,https://ted.com/talks/jessica_smith_mansa_musa_one_of_the_wealthiest_people_who_ever_lived,1,41
"Flow, the secret to happiness",Mihaly Csikszentmihalyi,February 2004,6800000,205000,https://ted.com/talks/mihaly_csikszentmihalyi_flow_the_secret_to_happiness,1,42
What you don't know about marriage,Jenna McCarthy,November 2011,6700000,203000,https://ted.com/talks/jenna_mccarthy_what_you_don_t_know_about_marriage,1,43
Why city flags may be the worst-designed thing you've never noticed,Roman Mars,March 2015,6700000,203000,https://ted.com/talks/roman_mars_why_city_flags_may_be_the_worst_designed_thing_you_ve_never_noticed,1,44
What adults can learn from kids,Adora Svitak,February 2010,6700000,202000,https://ted.com/talks/adora_svitak_what_adults_can_learn_from_kids,1,45
The bridge between suicide and life,Kevin Briggs,March 2014,6700000,201000,https://ted.com/talks/kevin_briggs_the_bridge_between_suicide_and_life,1,46
The riddle of experience vs. memory,Daniel Kahneman,February 2010,6600000,200000,https://ted.com/talks/daniel_kahneman_the_riddle_of_experience_vs_memory,1,47
The mind behind Linux,Linus Torvalds,February 2016,6600000,200000,https://ted.com/talks/linus_torvalds_the_mind_behind_linux,1,48
The myth of Pandora's box,Iseult Gillespie,January 2019,6600000,200000,https://ted.com/talks/iseult_gillespie_the_myth_of_pandora_s_box,1,49
Schrödinger's cat: A thought experiment in quantum mechanics,Chad Orzel,October 2014,6600000,200000,https://ted.com/talks/chad_orzel_schrodinger_s_cat_a_thought_experiment_in_quantum_mechanics,1,50
The new era of positive psychology,Martin Seligman,February 2004,6600000,199000,https://ted.com/talks/martin_seligman_the_new_era_of_positive_psychology,1,51
How craving attention makes you less creative,Joseph Gordon-Levitt,April 2019,6600000,199000,https://ted.com/talks/joseph_gordon_levitt_how_craving_attention_makes_you_less_creative,1,52
What happens during a heart attack?,Krishna Sudhir,February 2017,6600000,198000,https://ted.com/talks/krishna_sudhir_what_happens_during_a_heart_attack,1,53
The history of the world according to cats,Eva-Maria Geigl,January 2019,6600000,198000,https://ted.com/talks/eva_maria_geigl_the_history_of_the_world_according_to_cats,1,54
How the blockchain is changing money and business,Don Tapscott,June 2016,6600000,198000,https://ted.com/talks/don_tapscott_how_the_blockchain_is_changing_money_and_business,1,55
3 questions to ask yourself about everything you do,Stacey Abrams,November 2018,6500000,197000,https://ted.com/talks/stacey_abrams_3_questions_to_ask_yourself_about_everything_you_do,1,56
Why do we cry? The three types of tears,Alex Gendler,February 2014,6500000,196000,https://ted.com/talks/alex_gendler_why_do_we_cry_the_three_types_of_tears,1,57
I am the son of a terrorist. Here's how I chose peace.,Zak Ebrahim,March 2014,6500000,195000,https://ted.com/talks/zak_ebrahim_i_am_the_son_of_a_terrorist_here_s_how_i_chose_peace,1,58
12 truths I learned from life and writing,Anne Lamott,April 2017,6500000,195000,https://ted.com/talks/anne_lamott_12_truths_i_learned_from_life_and_writing,1,59
How to build your confidence — and spark it in others,Brittany Packnett Cunningham,April 2019,6500000,195000,https://ted.com/talks/brittany_packnett_cunningham_how_to_build_your_confidence_and_spark_it_in_others,1,60
How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",January 2016,6500000,195000,https://ted.com/talks/curtis_wall_street_carroll_how_i_learned_to_read_and_trade_stocks_in_prison,1,61
How to build a fictional world,Kate Messner,January 2014,6400000,194000,https://ted.com/talks/kate_messner_how_to_build_a_fictional_world,1,62
How does the Rorschach inkblot test work?,Damion Searls,March 2019,6400000,194000,https://ted.com/talks/damion_searls_how_does_the_rorschach_inkblot_test_work,1,63
Does time exist?,Andrew Zimmerman Jones,October 2018,6400000,194000,https://ted.com/talks/andrew_zimmerman_jones_does_time_exist,1,64
The tale of the doctor who defied Death,Iseult Gillespie,March 2020,6400000,193000,https://ted.com/talks/iseult_gillespie_the_tale_of_the_doctor_who_defied_death,1,65
Making sense of string theory,Brian Greene,February 2005,6400000,193000,https://ted.com/talks/brian_greene_making_sense_of_string_theory,1,66
How to truly listen,Evelyn Glennie,February 2003,6400000,193000,https://ted.com/talks/evelyn_glennie_how_to_truly_listen,1,67
You aren't at the mercy of your emotions — your brain creates them,Lisa Feldman Barrett,December 2017,6400000,193000,https://ted.com/talks/lisa_feldman_barrett_you_aren_t_at_the_mercy_of_your_emotions_your_brain_creates_them,1,68
Militant atheism,Richard Dawkins,February 2002,6400000,192000,https://ted.com/talks/richard_dawkins_militant_atheism,1,69
How to raise successful kids — without over-parenting,Julie Lythcott-Haims,November 2015,6400000,192000,https://ted.com/talks/julie_lythcott_haims_how_to_raise_successful_kids_without_over_parenting,1,70
An ultra-low-cost college degree,Shai Reshef,March 2014,6400000,192000,https://ted.com/talks/shai_reshef_an_ultra_low_cost_college_degree,1,71
The science of attraction,Dawn Maslar,May 2014,6300000,190000,https://ted.com/talks/dawn_maslar_the_science_of_attraction,1,72
The surprising effects of pregnancy,TED-Ed,October 2020,6300000,190000,https://ted.com/talks/ted_ed_the_surprising_effects_of_pregnancy,1,73
The magic of truth and lies (and iPods),Marco Tempest,July 2011,6200000,188000,https://ted.com/talks/marco_tempest_the_magic_of_truth_and_lies_and_ipods,1,74
Can you solve the river crossing riddle?,Lisa Winer,November 2016,6200000,188000,https://ted.com/talks/lisa_winer_can_you_solve_the_river_crossing_riddle,1,75
What makes tattoos permanent?,Claudia Aguirre,July 2014,6200000,188000,https://ted.com/talks/claudia_aguirre_what_makes_tattoos_permanent,1,76
The world needs all kinds of minds,Temple Grandin,February 2010,6200000,188000,https://ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds,1,77
Feats of memory anyone can do,Joshua Foer,February 2012,6200000,187000,https://ted.com/talks/joshua_foer_feats_of_memory_anyone_can_do,1,78
A simple trick to improve positive thinking,Alison Ledgerwood,May 2013,6200000,187000,https://ted.com/talks/alison_ledgerwood_a_simple_trick_to_improve_positive_thinking,1,79
How boredom can lead to your most brilliant ideas,Manoush Zomorodi,April 2017,6200000,186000,https://ted.com/talks/manoush_zomorodi_how_boredom_can_lead_to_your_most_brilliant_ideas,1,80
Our story of rape and reconciliation,Thordis Elva and Tom Stranger,October 2016,6100000,185000,https://ted.com/talks/thordis_elva_and_tom_stranger_our_story_of_rape_and_reconciliation,1,81
"Never, ever give up",Diana Nyad,December 2013,6100000,185000,https://ted.com/talks/diana_nyad_never_ever_give_up,1,82
Gaming can make a better world,Jane McGonigal,February 2010,6100000,185000,https://ted.com/talks/jane_mcgonigal_gaming_can_make_a_better_world,1,83
Where are all the aliens?,Stephen Webb,April 2018,6100000,185000,https://ted.com/talks/stephen_webb_where_are_all_the_aliens,1,84
Why work doesn't happen at work,Jason Fried,October 2010,6100000,185000,https://ted.com/talks/jason_fried_why_work_doesn_t_happen_at_work,1,85
How not to be ignorant about the world,Hans and Ola Rosling,June 2014,6100000,184000,https://ted.com/talks/hans_and_ola_rosling_how_not_to_be_ignorant_about_the_world,1,86
The myth of Sisyphus,Alex Gendler,November 2018,6100000,184000,https://ted.com/talks/alex_gendler_the_myth_of_sisyphus,1,87
The hidden power of smiling,Ron Gutman,March 2011,6100000,183000,https://ted.com/talks/ron_gutman_the_hidden_power_of_smiling,1,88
